,YY,MM,DD,hh,mm,WDIR,WSPD,ATMP,DEWP,VIS,Date
266,2021,12,18,3,35,140.0,8.2,23.0,22.0,3.5,2021-12-18 03:35:00
267,2021,12,18,3,15,140.0,8.2,23.0,23.0,2.6,2021-12-18 03:15:00
268,2021,12,18,2,55,150.0,6.2,23.0,22.0,3.5,2021-12-18 02:55:00
269,2021,12,18,2,35,140.0,6.7,23.0,22.0,5.2,2021-12-18 02:35:00
270,2021,12,18,2,15,140.0,6.7,23.0,22.0,7.8,2021-12-18 02:15:00
271,2021,12,18,1,55,150.0,6.7,23.0,22.0,7.8,2021-12-18 01:55:00
272,2021,12,18,1,35,140.0,6.7,23.0,22.0,3.5,2021-12-18 01:35:00
273,2021,12,18,1,15,140.0,7.2,23.0,22.0,3.5,2021-12-18 01:15:00
274,2021,12,18,0,55,140.0,7.7,23.0,22.0,3.5,2021-12-18 00:55:00
275,2021,12,18,0,35,140.0,7.2,23.0,22.0,3.5,2021-12-18 00:35:00
276,2021,12,18,0,15,140.0,7.7,23.0,22.0,3.5,2021-12-18 00:15:00
277,2021,12,17,23,55,140.0,7.2,23.0,22.0,3.5,2021-12-17 23:55:00
278,2021,12,17,23,35,140.0,6.7,23.0,22.0,3.5,2021-12-17 23:35:00
279,2021,12,17,23,15,150.0,6.2,23.0,22.0,2.6,2021-12-17 23:15:00
280,2021,12,17,22,55,140.0,6.7,23.0,22.0,3.5,2021-12-17 22:55:00
281,2021,12,17,22,35,150.0,6.7,23.0,22.0,3.5,2021-12-17 22:35:00
282,2021,12,17,22,15,150.0,6.7,23.0,22.0,3.5,2021-12-17 22:15:00
283,2021,12,17,21,55,150.0,6.7,23.0,22.0,5.2,2021-12-17 21:55:00
284,2021,12,17,21,35,150.0,6.7,23.0,22.0,5.2,2021-12-17 21:35:00
285,2021,12,17,21,15,150.0,7.2,23.0,22.0,4.3,2021-12-17 21:15:00
286,2021,12,17,20,55,140.0,6.7,23.0,22.0,2.6,2021-12-17 20:55:00
287,2021,12,17,20,35,150.0,7.7,23.0,22.0,6.1,2021-12-17 20:35:00
288,2021,12,17,20,15,140.0,7.7,23.0,22.0,7.0,2021-12-17 20:15:00
289,2021,12,17,19,55,140.0,6.7,23.0,22.0,7.8,2021-12-17 19:55:00
290,2021,12,17,19,35,140.0,6.7,23.0,22.0,4.3,2021-12-17 19:35:00
291,2021,12,17,19,15,150.0,6.7,23.0,22.0,3.5,2021-12-17 19:15:00
292,2021,12,17,18,55,140.0,7.7,23.0,22.0,3.5,2021-12-17 18:55:00
293,2021,12,17,18,35,140.0,6.7,23.0,21.0,7.8,2021-12-17 18:35:00
294,2021,12,17,18,15,150.0,7.7,23.0,22.0,6.1,2021-12-17 18:15:00
295,2021,12,17,17,55,140.0,7.7,23.0,21.0,6.1,2021-12-17 17:55:00
